phone_id,battery_power,clock_speed,m_dep,mobile_wt,n_cores,ram,talk_time,price_range,sc_h,sc_w,blue,dual_sim,four_g,touch_screen,wifi,int_memory,total_camera,total_pixels,screen_ratio,memory_per_core,battery_talk_ratio
1005,1068,0.5,0.9,197,8,1209,12,0,19,12,0,1,1,1,0,19,9,281750,1.5833333333333333,151.125,89.0
1006,1373,1.9,0.9,141,6,2752,7,3,15,2,1,1,1,1,1,29,13,1644560,7.5,458.6666666666667,196.14285714285714
1007,1777,3.0,0.6,188,6,3868,7,3,5,1,1,0,0,1,1,20,8,314776,5.0,644.6666666666666,253.85714285714286
1008,594,0.8,0.1,132,5,3087,4,2,16,4,0,0,1,1,1,28,5,1276893,4.0,617.4,148.5
1009,1524,2.6,0.5,124,2,947,16,0,11,4,0,1,0,1,1,57,17,399415,2.75,473.5,95.25
1010,511,0.6,0.1,175,3,1484,8,0,9,7,1,1,0,0,0,50,28,87080,1.2857142857142858,494.6666666666667,63.875
1011,1402,0.6,0.3,87,7,347,12,0,17,0,1,1,0,0,1,46,15,1910127,inf,49.57142857142857,116.83333333333333
1012,965,0.5,1.0,131,8,3227,8,2,12,6,1,0,0,0,0,53,34,193941,2.0,403.375,120.625
1013,1270,2.3,0.5,104,5,3299,16,3,13,4,1,0,0,0,1,58,1,2594592,3.25,659.8,79.375
1014,919,0.5,0.3,159,1,1028,17,0,8,4,0,1,0,0,0,13,26,156750,2.0,1028.0,54.05882352941177
1015,1963,1.0,0.1,157,2,714,2,1,18,2,1,0,1,0,1,34,33,2059568,9.0,357.0,981.5
1016,1977,1.3,0.4,173,8,2641,7,3,8,2,0,1,0,0,0,31,8,1552620,4.0,330.125,282.42857142857144
1017,1881,2.2,0.3,158,5,1229,14,1,12,0,0,0,0,0,0,51,11,740781,inf,245.8,134.35714285714286
1018,683,0.7,0.9,173,4,2622,5,2,16,3,0,0,0,0,1,19,22,1893690,5.333333333333333,655.5,136.6
1019,772,2.6,0.1,100,2,929,18,0,13,6,0,1,0,1,1,6,17,1090011,2.1666666666666665,464.5,42.888888888888886
1020,536,1.4,0.7,135,3,1211,7,0,15,10,1,0,1,0,1,53,0,385635,1.5,403.6666666666667,76.57142857142857
1021,1694,1.8,1.0,186,6,1653,6,2,7,5,0,0,0,0,0,53,0,1442352,1.4,275.5,282.3333333333333
1022,1633,1.7,0.9,111,2,511,7,0,9,0,0,1,1,1,0,33,22,132276,inf,255.5,233.28571428571428
1023,1371,0.5,0.5,167,4,3034,8,2,13,6,0,0,0,0,0,52,23,312273,2.1666666666666665,758.5,171.375
1024,551,2.8,0.1,172,7,1414,19,0,6,1,1,0,1,0,1,54,15,323804,6.0,202.0,29.0
1025,1221,0.5,0.5,139,1,2438,10,3,13,11,0,0,1,1,1,28,8,3744520,1.1818181818181819,2438.0,122.1
1026,1000,0.5,0.7,179,8,3744,7,3,11,1,1,0,0,0,1,63,30,2706657,11.0,468.0,142.85714285714286
1027,1986,2.7,0.2,162,4,1377,15,1,5,3,0,1,1,1,1,64,23,358720,1.6666666666666667,344.25,132.4
1028,1119,0.5,0.4,164,4,3520,7,3,7,4,0,1,1,0,0,23,1,751215,1.75,880.0,159.85714285714286
1029,1699,0.5,0.5,97,4,3796,12,3,17,10,0,1,0,1,1,59,4,823888,1.7,949.0,141.58333333333334
1030,1099,0.5,0.3,146,3,1699,3,1,17,10,0,0,1,1,1,61,33,430728,1.7,566.3333333333334,366.3333333333333
1031,1576,2.6,0.2,90,3,336,13,0,14,8,0,0,0,1,1,58,23,252400,1.75,112.0,121.23076923076923
1032,950,0.5,0.1,156,5,1095,13,0,14,12,1,0,0,1,0,55,19,652482,1.1666666666666667,219.0,73.07692307692308
1033,1081,2.5,1.0,99,3,325,6,0,9,1,1,1,0,0,1,49,30,147396,9.0,108.33333333333333,180.16666666666666
1034,606,2.5,0.2,146,4,1223,7,0,19,12,0,0,1,0,0,53,3,535680,1.5833333333333333,305.75,86.57142857142857
1035,502,1.5,0.2,199,2,1649,14,1,6,1,0,1,0,1,0,37,19,1276050,6.0,824.5,35.857142857142854
1036,957,0.7,0.1,160,2,1898,3,1,12,4,1,0,1,1,0,4,0,63916,3.0,949.0,319.0
1037,1658,1.4,0.3,159,5,2609,19,2,12,11,1,1,1,0,0,38,0,37689,1.0909090909090908,521.8,87.26315789473684
1038,1681,2.5,0.3,167,1,2265,20,2,5,3,1,1,0,1,1,18,13,854250,1.6666666666666667,2265.0,84.05
1039,1983,0.5,1.0,87,6,2775,3,2,9,4,1,1,0,1,1,43,13,235924,2.25,462.5,661.0
1040,1753,1.2,0.9,113,7,1445,12,1,17,16,0,0,1,1,1,12,25,617265,1.0625,206.42857142857142,146.08333333333334
1041,1632,1.4,0.1,132,4,2614,15,2,5,4,1,0,0,0,0,41,1,1145838,1.25,653.5,108.8
1042,1949,1.4,0.3,145,7,356,19,0,5,3,1,0,0,0,0,57,18,1120278,1.6666666666666667,50.857142857142854,102.57894736842105
1043,1696,1.7,0.9,97,3,523,4,0,5,0,0,0,0,1,1,13,3,138188,inf,174.33333333333334,424.0
1044,688,2.5,0.8,131,7,3745,4,3,17,1,0,1,0,1,0,57,3,836664,17.0,535.0,172.0
1045,1104,1.7,0.4,199,2,1229,3,0,6,0,0,0,1,1,1,60,14,922689,inf,614.5,368.0
1046,1122,2.8,0.6,184,3,1402,3,1,14,10,0,0,0,1,0,28,4,3097614,1.4,467.3333333333333,374.0
1047,504,0.5,0.9,172,5,2085,8,1,13,5,1,1,1,0,0,46,16,502600,2.6,417.0,63.0
1048,1154,0.5,0.7,156,7,587,4,0,8,3,0,0,1,1,1,14,26,452051,2.6666666666666665,83.85714285714286,288.5
1049,1727,2.1,0.6,85,7,2457,7,3,19,13,0,0,1,0,1,63,10,2914296,1.4615384615384615,351.0,246.71428571428572
1050,1674,2.8,0.2,89,3,2030,6,2,7,0,0,1,1,0,0,52,7,2361368,inf,676.6666666666666,279.0
1051,1948,2.8,0.2,135,2,816,3,0,16,2,0,1,1,0,0,18,19,272367,8.0,408.0,649.3333333333334
1052,1218,2.8,0.8,150,7,1667,12,1,10,0,1,1,0,0,0,39,17,1959012,inf,238.14285714285714,101.5
1053,531,1.1,0.7,189,7,2958,19,2,17,1,0,0,0,1,0,63,24,275935,17.0,422.57142857142856,27.94736842105263
1054,1057,2.1,0.5,154,5,3705,13,3,6,4,0,0,0,0,0,5,17,438880,1.5,741.0,81.3076923076923
1055,576,1.2,0.8,162,8,2800,16,2,11,6,0,0,0,1,1,30,6,756371,1.8333333333333333,350.0,36.0
1056,1960,2.1,0.2,165,7,3773,6,3,11,9,1,0,0,1,1,7,10,761236,1.2222222222222223,539.0,326.6666666666667
1057,673,1.7,0.1,88,1,2050,17,1,7,2,1,1,1,1,0,22,8,646272,3.5,2050.0,39.588235294117645
1058,718,0.7,0.8,88,1,1754,9,1,17,11,0,1,1,0,1,21,7,429940,1.5454545454545454,1754.0,79.77777777777777
1059,864,1.7,0.3,103,3,1904,13,1,12,8,0,0,1,1,1,35,10,1196715,1.5,634.6666666666666,66.46153846153847
1060,547,1.9,0.4,154,5,2705,10,1,17,3,0,1,0,1,0,37,5,200711,5.666666666666667,541.0,54.7
1061,623,0.9,0.1,102,8,3537,3,3,16,13,1,0,1,0,1,3,8,3114969,1.2307692307692308,442.125,207.66666666666666
1062,1793,0.7,0.4,154,5,1370,19,1,16,3,0,1,0,0,1,27,24,423092,5.333333333333333,274.0,94.36842105263158
1063,1720,0.7,0.1,137,2,1222,7,1,13,2,1,1,0,0,0,19,3,264214,6.5,611.0,245.71428571428572
1064,812,0.5,1.0,106,4,3102,2,2,6,0,0,1,0,0,0,64,8,45815,inf,775.5,406.0
1065,980,0.5,0.9,160,6,2268,4,2,7,5,1,0,1,1,0,33,0,1772064,1.4,378.0,245.0
1066,643,1.0,0.2,187,8,2648,18,1,7,5,0,0,1,1,1,18,21,476918,1.4,331.0,35.72222222222222
1067,1925,3.0,0.8,175,8,2173,19,2,7,3,0,1,1,1,0,16,11,1068521,2.3333333333333335,271.625,101.3157894736842
1068,1408,2.5,0.1,151,4,3162,3,3,19,18,1,0,0,0,0,32,9,859250,1.0555555555555556,790.5,469.3333333333333
1069,1522,0.7,0.2,124,1,1368,17,1,14,5,1,1,0,0,1,28,9,1133832,2.8,1368.0,89.52941176470588
1070,587,2.5,0.6,111,1,2746,7,2,10,4,1,0,1,0,1,51,33,332084,2.5,2746.0,83.85714285714286
1071,1959,0.5,0.7,191,6,619,8,0,7,4,0,1,0,1,1,18,25,68575,1.75,103.16666666666667,244.875
1072,1872,0.5,0.7,89,6,724,9,1,17,3,0,1,0,0,1,17,9,3090483,5.666666666666667,120.66666666666667,208.0
1073,1043,0.5,0.1,111,3,912,6,0,16,9,1,0,0,1,0,42,15,1164216,1.7777777777777777,304.0,173.83333333333334
1074,1809,0.5,0.7,123,6,2784,20,3,12,6,0,0,0,1,1,23,25,719213,2.0,464.0,90.45
1075,1703,0.5,0.2,92,6,793,17,0,7,3,1,0,1,1,0,23,12,69814,2.3333333333333335,132.16666666666666,100.17647058823529
1076,1095,0.5,0.5,197,1,560,10,0,9,1,1,0,0,1,0,45,9,223213,9.0,560.0,109.5
1077,1414,2.6,0.6,137,4,312,8,0,5,2,0,0,0,0,1,27,21,1257456,2.5,78.0,176.75
1078,1659,2.5,0.1,88,7,545,9,0,12,0,1,0,0,1,1,41,20,1192305,inf,77.85714285714286,184.33333333333334
1079,1540,0.7,0.8,197,7,1591,2,1,19,0,0,1,0,0,1,60,13,578688,inf,227.28571428571428,770.0
1080,1342,1.0,0.6,86,7,2746,10,3,15,5,0,0,1,1,0,31,1,1623258,3.0,392.2857142857143,134.2
1081,1189,2.3,0.5,198,3,893,13,0,9,6,1,0,0,1,0,8,27,353228,1.5,297.6666666666667,91.46153846153847
1082,518,2.4,0.6,128,6,2514,7,1,16,12,1,0,1,1,1,62,0,347190,1.3333333333333333,419.0,74.0
1083,1449,0.8,0.2,144,1,1032,8,1,10,0,0,1,1,1,1,10,15,2858394,inf,1032.0,181.125
1084,516,1.1,0.4,91,5,819,10,0,8,0,0,1,1,1,1,39,7,1197855,inf,163.8,51.6
1085,1569,0.8,0.9,111,3,3672,15,3,15,2,0,1,0,0,1,59,24,1743963,7.5,1224.0,104.6
1086,1312,0.8,0.9,156,6,3833,17,3,14,13,1,1,0,1,0,24,0,205965,1.0769230769230769,638.8333333333334,77.17647058823529
1087,1893,0.5,0.1,179,8,1482,17,2,15,7,1,1,0,1,0,23,4,1722696,2.142857142857143,185.25,111.3529411764706
1088,1076,2.5,0.2,105,5,2043,14,1,7,5,0,0,0,0,0,14,7,708500,1.4,408.6,76.85714285714286
1089,530,2.6,0.9,118,6,1229,2,0,16,11,1,0,0,1,0,40,3,891620,1.4545454545454546,204.83333333333334,265.0
1090,1044,2.8,0.6,129,4,1816,15,1,17,16,1,1,0,0,1,33,20,53004,1.0625,454.0,69.6
1091,1330,1.1,0.7,126,7,2166,4,2,10,1,0,0,0,0,0,37,31,1805611,10.0,309.42857142857144,332.5
1092,1836,1.1,0.7,104,5,2469,7,2,18,6,0,1,0,1,1,14,1,179424,3.0,493.8,262.2857142857143
1093,1741,0.5,0.1,140,5,2575,7,2,13,10,1,0,1,1,1,55,4,542845,1.3,515.0,248.71428571428572
1094,1869,2.6,0.4,152,1,1375,19,1,15,3,0,0,1,0,0,30,13,142462,5.0,1375.0,98.36842105263158
1095,1331,0.5,0.9,146,3,1732,11,1,6,2,0,0,0,0,1,55,23,1779022,3.0,577.3333333333334,121.0
1096,1655,0.5,0.1,105,3,673,12,0,10,3,1,1,1,0,0,4,18,843848,3.3333333333333335,224.33333333333334,137.91666666666666
1097,605,1.5,0.9,162,2,2301,8,1,15,9,0,0,1,0,0,18,23,215824,1.6666666666666667,1150.5,75.625
1098,1245,0.6,0.7,105,5,2676,7,2,17,8,1,0,0,0,0,30,5,473220,2.125,535.2,177.85714285714286
1099,1709,0.8,0.8,136,2,1781,17,2,18,3,1,0,1,0,0,58,18,1235152,6.0,890.5,100.52941176470588
1100,846,2.6,0.1,123,4,2248,13,2,16,8,1,0,1,0,0,58,15,2260620,2.0,562.0,65.07692307692308
1101,1403,2.5,0.9,90,4,921,18,0,14,13,1,1,0,0,0,62,16,352191,1.0769230769230769,230.25,77.94444444444444
1102,688,1.5,1.0,89,3,391,8,0,5,2,1,0,0,1,1,2,2,235499,2.5,130.33333333333334,86.0
1103,775,2.5,0.1,185,7,1719,18,1,19,3,1,1,1,1,1,10,15,690420,6.333333333333333,245.57142857142858,43.05555555555556
1104,1154,2.0,0.8,159,5,3262,16,3,16,15,0,0,1,0,0,35,22,1832481,1.0666666666666667,652.4,72.125
1105,1375,0.5,0.1,194,2,1947,15,1,15,13,0,1,1,1,1,35,5,175244,1.1538461538461537,973.5,91.66666666666667
1106,1827,0.8,0.9,130,7,2693,7,3,8,3,1,0,0,1,1,61,13,446292,2.6666666666666665,384.7142857142857,261.0
1107,1697,0.5,0.1,90,4,441,11,0,15,1,0,0,1,1,0,60,0,92048,15.0,110.25,154.27272727272728
1108,741,1.5,0.3,178,5,1886,9,0,19,11,0,0,0,1,1,14,14,198396,1.7272727272727273,377.2,82.33333333333333
1109,1672,0.5,0.7,174,1,1267,20,1,17,4,1,1,1,1,0,32,33,2428776,4.25,1267.0,83.6
1110,514,0.7,0.1,186,3,687,20,0,6,0,1,0,0,1,1,57,11,221760,inf,229.0,25.7
1111,1375,1.3,0.1,105,1,2890,12,3,17,1,1,1,0,0,0,12,15,1514926,17.0,2890.0,114.58333333333333
1112,989,1.8,0.7,124,1,1737,10,1,8,5,1,1,1,0,1,55,16,49174,1.6,1737.0,98.9
1113,1510,2.5,0.7,138,2,887,5,0,18,6,1,1,0,0,0,47,24,138060,3.0,443.5,302.0
1114,1266,2.6,0.4,86,7,398,3,0,16,8,0,0,0,1,1,18,3,1893265,2.0,56.857142857142854,422.0
1115,1396,2.4,0.1,138,7,2389,15,2,7,3,0,1,0,0,1,46,1,1604277,2.3333333333333335,341.2857142857143,93.06666666666666
1116,808,2.3,0.8,161,1,3431,13,3,15,6,0,0,0,1,1,45,12,696424,2.5,3431.0,62.15384615384615
1117,1542,2.3,0.8,182,2,3601,16,3,14,4,0,0,0,0,0,43,12,334236,3.5,1800.5,96.375
1118,745,0.6,0.8,102,8,2459,16,1,14,1,1,1,0,1,0,35,15,136882,14.0,307.375,46.5625
1119,1735,1.9,0.7,148,6,3230,9,3,6,1,1,1,1,1,0,59,0,115902,6.0,538.3333333333334,192.77777777777777
1120,586,0.5,0.3,188,2,3646,11,3,15,4,0,1,0,1,1,57,6,1702914,3.75,1823.0,53.27272727272727
1121,1341,2.1,0.4,107,8,2200,15,1,18,14,1,1,0,1,0,36,1,271502,1.2857142857142858,275.0,89.4
1122,781,1.3,0.2,88,2,3862,9,3,17,10,1,1,0,0,0,64,8,223376,1.7,1931.0,86.77777777777777
1123,501,0.5,0.5,174,6,3077,17,2,17,3,1,1,0,0,0,22,34,391004,5.666666666666667,512.8333333333334,29.470588235294116
1124,1224,1.8,0.2,139,2,621,14,0,11,4,1,1,1,1,1,44,11,440998,2.75,310.5,87.42857142857143
1125,1970,1.6,0.3,80,8,2372,2,2,14,12,0,1,1,1,0,58,30,576828,1.1666666666666667,296.5,985.0
1126,618,2.2,0.9,138,2,2574,5,2,14,3,1,1,1,1,0,63,1,1519193,4.666666666666667,1287.0,123.6
1127,1537,2.9,0.8,158,4,2857,2,3,17,14,0,0,1,1,1,46,28,895230,1.2142857142857142,714.25,768.5
1128,1018,2.2,0.6,153,8,3143,20,3,17,12,0,0,0,1,0,16,18,1421536,1.4166666666666667,392.875,50.9
1129,1545,1.3,0.1,173,5,3197,6,3,14,9,0,1,1,0,1,35,35,155480,1.5555555555555556,639.4,257.5
1130,1871,2.1,0.4,144,8,2727,11,3,15,8,0,0,1,0,0,41,9,540650,1.875,340.875,170.0909090909091
1131,1729,2.1,0.9,186,1,1519,5,1,9,4,1,1,0,0,1,12,7,543058,2.25,1519.0,345.8
1132,680,2.1,0.1,131,3,2438,17,2,14,2,1,1,1,0,0,9,20,2142000,7.0,812.6666666666666,40.0
1133,1106,1.9,0.7,107,3,2674,9,2,9,3,1,0,0,0,1,54,13,744168,3.0,891.3333333333334,122.88888888888889
1134,635,0.6,0.3,97,5,2107,12,1,13,12,1,1,1,0,0,50,14,190877,1.0833333333333333,421.4,52.916666666666664
1135,618,0.6,0.2,143,1,2262,4,2,16,15,0,0,0,1,0,16,22,1770210,1.0666666666666667,2262.0,154.5
1136,1671,0.5,0.9,179,8,815,10,0,16,6,0,1,0,1,1,5,31,502674,2.6666666666666665,101.875,167.1
1137,1562,1.2,0.1,105,7,2829,3,2,13,10,1,1,1,1,1,52,9,349440,1.3,404.14285714285717,520.6666666666666
1138,1975,1.9,0.9,151,1,3022,19,3,13,5,1,1,0,0,1,31,19,1245425,2.6,3022.0,103.94736842105263
1139,831,0.7,0.7,134,8,2573,18,2,16,12,1,0,1,0,1,62,11,2208180,1.3333333333333333,321.625,46.166666666666664
1140,1524,1.8,0.6,174,4,2678,13,2,16,5,1,1,0,0,1,10,1,84700,3.2,669.5,117.23076923076923
1141,1528,1.8,0.8,129,5,1282,11,1,11,9,1,1,1,1,1,55,9,799948,1.2222222222222223,256.4,138.9090909090909
1142,1447,2.5,0.2,155,8,568,8,0,12,11,1,1,0,0,0,9,18,1072335,1.0909090909090908,71.0,180.875
1143,1344,1.5,0.5,190,1,2074,5,1,8,1,0,0,0,1,0,14,4,232964,8.0,2074.0,268.8
1144,564,3.0,0.7,130,2,2227,14,1,9,2,0,1,0,0,1,8,4,1481661,4.5,1113.5,40.285714285714285
1145,921,0.6,0.1,83,2,1080,6,0,10,0,0,1,0,0,1,60,4,1488319,inf,540.0,153.5
1146,1413,1.7,0.2,200,6,2867,15,2,5,4,1,0,0,1,0,10,8,504284,1.25,477.8333333333333,94.2
1147,831,2.4,0.5,86,6,1075,3,0,12,11,0,0,0,1,0,55,22,213108,1.0909090909090908,179.16666666666666,277.0
1148,802,0.5,0.6,153,5,3063,4,2,17,13,0,1,0,1,0,43,9,386818,1.3076923076923077,612.6,200.5
1149,1923,1.3,1.0,86,4,2479,15,2,9,2,0,0,0,1,0,24,7,1104736,4.5,619.75,128.2
1150,1193,3.0,0.4,196,3,2394,14,2,19,11,1,0,0,1,0,56,27,582336,1.7272727272727273,798.0,85.21428571428571
1151,904,1.2,0.8,112,3,2814,19,2,13,3,1,1,1,0,0,31,21,666198,4.333333333333333,938.0,47.578947368421055
1152,1285,2.4,1.0,140,7,2094,10,1,8,0,0,0,1,0,0,51,3,237500,inf,299.14285714285717,128.5
1153,1635,2.6,0.6,182,4,2315,2,2,10,1,0,1,1,1,0,2,0,1705899,10.0,578.75,817.5
1154,1923,1.0,0.9,154,4,2519,16,2,13,0,0,1,1,0,1,14,11,7875,inf,629.75,120.1875
1155,1851,1.9,0.9,198,6,735,14,0,7,6,1,1,1,0,1,12,14,576331,1.1666666666666667,122.5,132.21428571428572
1156,727,1.5,1.0,131,7,1891,7,1,19,13,1,0,1,0,1,32,1,1119501,1.4615384615384615,270.14285714285717,103.85714285714286
1157,1396,1.5,0.1,118,6,1386,8,1,7,1,0,1,1,1,1,44,1,318839,7.0,231.0,174.5
1158,877,1.3,0.8,135,1,3260,6,2,14,12,0,1,1,0,0,46,23,297964,1.1666666666666667,3260.0,146.16666666666666
1159,696,2.4,0.2,103,3,2022,4,1,14,11,1,0,1,0,1,35,24,424801,1.2727272727272727,674.0,174.0
1160,1009,1.0,0.6,102,8,1716,15,1,7,5,1,1,0,0,0,2,16,951216,1.4,214.5,67.26666666666667
1161,1526,1.1,0.3,116,5,3317,8,3,7,1,0,1,1,1,1,38,8,1131564,7.0,663.4,190.75
1162,987,2.0,0.8,192,7,1454,8,0,11,3,0,1,0,1,0,20,4,232780,3.6666666666666665,207.71428571428572,123.375
1163,1414,2.2,0.5,101,4,2290,12,1,13,0,1,1,1,1,0,49,1,115310,inf,572.5,117.83333333333333
1164,1732,0.8,0.3,172,5,3940,20,3,17,11,0,0,0,1,1,61,5,131856,1.5454545454545454,788.0,86.6
1165,1587,0.5,0.9,148,8,461,4,0,17,4,1,0,0,0,1,50,15,261326,4.25,57.625,396.75
1166,1097,0.8,0.1,160,7,2219,12,2,15,6,0,0,1,0,1,21,25,1726504,2.5,317.0,91.41666666666667
1167,504,2.8,0.5,178,3,470,16,0,6,0,0,1,0,0,0,40,0,748070,inf,156.66666666666666,31.5
1168,1159,2.7,0.2,80,8,2495,9,2,10,0,0,0,1,1,1,28,31,283878,inf,311.875,128.77777777777777
1169,1910,1.4,0.6,146,7,2944,2,2,8,7,0,0,0,1,1,29,2,212787,1.1428571428571428,420.57142857142856,955.0
1170,865,1.2,0.1,159,3,2361,19,2,16,11,0,1,0,0,1,59,17,1452220,1.4545454545454546,787.0,45.526315789473685
1171,1930,2.0,0.8,186,8,1783,13,2,17,3,1,0,0,0,1,16,23,3649920,5.666666666666667,222.875,148.46153846153845
1172,860,1.3,0.7,170,3,2832,20,2,13,7,1,1,1,1,1,40,21,2486913,1.8571428571428572,944.0,43.0
1173,1268,2.9,0.9,182,6,931,20,0,11,5,1,0,1,1,0,42,26,328320,2.2,155.16666666666666,63.4
1174,999,1.8,0.1,167,4,1344,5,0,17,10,1,1,1,0,0,27,1,14900,1.7,336.0,199.8
1175,622,0.7,0.3,127,2,3916,5,2,13,1,0,0,1,0,1,9,0,50078,13.0,1958.0,124.4
1176,1250,1.4,0.2,182,7,1882,14,1,14,1,1,0,0,0,0,44,28,710733,14.0,268.85714285714283,89.28571428571429
1177,763,0.5,0.3,104,5,2865,9,2,11,6,1,0,1,1,1,51,21,348894,1.8333333333333333,573.0,84.77777777777777
1178,1100,1.6,0.1,112,8,757,16,0,12,2,1,0,0,1,1,15,26,1235136,6.0,94.625,68.75
1179,815,2.0,0.3,85,6,3469,6,3,5,4,0,1,0,0,1,51,16,1267762,1.25,578.1666666666666,135.83333333333334
1180,618,0.5,0.2,88,3,2399,17,1,18,15,1,1,1,1,1,57,9,787584,1.2,799.6666666666666,36.35294117647059
1181,553,2.2,0.7,136,2,3300,20,3,12,10,1,1,1,0,0,18,1,2435004,1.2,1650.0,27.65
1182,673,2.2,0.4,84,2,2719,9,2,19,2,1,1,0,1,1,3,11,1382923,9.5,1359.5,74.77777777777777
1183,563,2.0,0.3,115,7,3012,15,2,14,4,0,1,0,0,0,47,15,144324,3.5,430.2857142857143,37.53333333333333
1184,1590,1.5,0.5,187,4,2836,4,3,6,5,0,1,1,0,0,14,27,1173322,1.2,709.0,397.5
1185,1031,2.1,0.1,121,2,2385,16,2,11,7,1,1,1,0,0,11,11,663404,1.5714285714285714,1192.5,64.4375
1186,909,0.5,0.4,97,3,594,4,0,12,0,1,1,0,1,1,30,19,224170,inf,198.0,227.25
1187,1880,0.5,0.6,104,4,2968,3,3,9,0,0,0,1,1,0,7,1,906910,inf,742.0,626.6666666666666
1188,1479,1.8,0.1,146,6,3762,5,3,12,10,1,1,1,0,0,24,0,210915,1.2,627.0,295.8
1189,1271,1.5,0.9,161,1,892,20,1,15,13,0,1,0,1,0,2,1,2252880,1.1538461538461537,892.0,63.55
1190,709,1.9,0.1,81,8,467,5,0,17,11,0,0,1,1,1,13,26,810540,1.5454545454545454,58.375,141.8
1191,1744,2.8,0.7,158,1,345,14,0,10,6,0,0,1,0,0,62,0,967518,1.6666666666666667,345.0,124.57142857142857
1192,1314,2.2,0.8,116,7,3033,17,3,9,8,1,0,1,1,1,40,1,609424,1.125,433.2857142857143,77.29411764705883
1193,1136,0.5,0.9,150,6,2110,16,2,9,5,0,0,1,0,1,9,2,2309469,1.8,351.6666666666667,71.0
1194,1039,2.7,0.3,125,8,3105,5,2,14,8,1,0,0,1,1,56,24,307146,1.75,388.125,207.8
1195,1300,0.5,0.1,156,6,874,10,0,15,3,1,0,0,1,0,62,12,227103,5.0,145.66666666666666,130.0
1196,732,2.3,0.6,188,7,3681,15,3,19,3,1,1,1,1,1,39,18,1807302,6.333333333333333,525.8571428571429,48.8
1197,511,0.7,0.7,180,2,3865,7,2,8,3,0,1,1,0,1,52,11,18216,2.6666666666666665,1932.5,73.0
1198,1092,0.5,0.5,167,3,737,11,0,14,4,1,1,0,1,0,11,24,267228,3.5,245.66666666666666,99.27272727272727
1199,921,2.2,0.1,170,7,3153,11,3,8,2,1,1,1,1,0,10,30,1868568,4.0,450.42857142857144,83.72727272727273
1200,1030,0.5,0.7,147,1,2800,12,2,8,6,1,0,1,0,1,37,12,277153,1.3333333333333333,2800.0,85.83333333333333
1201,1130,1.8,0.9,101,1,315,11,0,14,5,0,1,0,1,0,27,8,2360605,2.8,315.0,102.72727272727273
1202,1299,2.8,0.8,187,8,1412,20,1,13,1,0,1,0,1,1,60,8,2450054,13.0,176.5,64.95
1203,1009,2.8,0.6,115,7,2286,13,2,19,8,1,1,1,0,0,2,22,491547,2.375,326.57142857142856,77.61538461538461
1204,1735,1.8,0.1,140,2,2392,19,2,17,15,0,1,0,0,1,34,33,130524,1.1333333333333333,1196.0,91.3157894736842
1205,1129,2.8,0.5,185,2,1857,5,1,8,4,1,1,0,1,1,49,2,1154530,2.0,928.5,225.8
1206,708,1.9,0.3,116,7,1419,16,0,10,6,0,0,0,1,1,26,1,127720,1.6666666666666667,202.71428571428572,44.25
1207,894,0.7,0.1,123,2,3305,2,2,12,7,0,0,1,0,0,58,5,118026,1.7142857142857142,1652.5,447.0
1208,530,2.4,0.3,88,6,959,6,0,17,7,0,0,0,1,0,32,21,48576,2.4285714285714284,159.83333333333334,88.33333333333333
1209,1481,2.0,0.5,105,3,2635,4,2,17,16,1,1,0,0,1,35,0,129978,1.0625,878.3333333333334,370.25
1210,1068,2.7,0.6,194,5,1754,9,1,17,7,0,1,1,0,1,45,1,1401565,2.4285714285714284,350.8,118.66666666666667
1211,1487,0.5,0.7,84,3,2563,14,2,18,4,0,0,1,0,0,57,18,107520,4.5,854.3333333333334,106.21428571428571
1212,1524,2.5,1.0,96,4,1936,9,1,7,0,0,1,1,1,1,41,31,136160,inf,484.0,169.33333333333334
1213,1093,1.9,0.3,196,8,1869,4,1,8,5,0,1,1,1,1,22,16,192066,1.6,233.625,273.25
1214,1816,1.6,0.1,186,5,3637,16,3,11,7,1,1,0,0,1,50,2,871200,1.5714285714285714,727.4,113.5
1215,627,1.8,0.8,142,3,896,14,0,17,6,0,0,0,0,0,20,10,106977,2.8333333333333335,298.6666666666667,44.785714285714285
1216,989,0.7,0.4,132,3,2349,20,1,10,1,1,0,1,0,1,51,28,538680,10.0,783.0,49.45
1217,1895,0.5,0.7,134,1,774,6,1,15,4,0,0,1,1,0,5,13,967875,3.75,774.0,315.8333333333333
1218,805,1.7,0.9,168,3,3397,2,2,7,6,1,1,1,0,0,58,10,125064,1.1666666666666667,1132.3333333333333,402.5
1219,713,1.6,0.4,181,8,485,4,0,10,6,1,0,1,1,1,2,16,1668758,1.6666666666666667,60.625,178.25
1220,864,2.5,0.7,148,4,3964,12,3,13,8,0,0,1,1,0,24,25,1876836,1.625,991.0,72.0
1221,1177,0.9,1.0,181,4,1887,11,1,8,5,0,0,0,1,1,11,8,1817235,1.6,471.75,107.0
1222,582,0.5,0.7,107,3,2977,20,2,6,1,0,0,0,1,1,32,19,1775186,6.0,992.3333333333334,29.1
1223,1898,1.8,0.2,185,7,2114,19,2,10,5,0,1,1,1,1,56,7,328116,2.0,302.0,99.89473684210526
1224,1158,0.7,0.7,123,2,1542,15,1,17,9,0,1,1,0,1,29,21,558556,1.8888888888888888,771.0,77.2
