specobjid,plate,mjd,petroFlux_z,petroFlux_i,petroFlux_r,run,petroFlux_g,petroR50_z,petroR50_u,fiberid,class
1.05e+19,9357,57807,81.88606,77.34421,67.78224,1889,50.33369,0.708155,0.7670545,444,STAR
1.05e+19,9368,57817,83.91115,84.25435,71.72429,1889,49.86353,0.6668891,0.7944697,10,STAR
1.05e+19,9354,57806,171.1105,162.252,142.8712,2076,103.8846,0.5507967,0.6735559,431,STAR
1.05e+19,9354,57806,16.60571,20.46399,24.32177,2076,28.99723,0.5603783,0.6795518,631,STAR
1.05e+19,9369,58054,49.3571,47.30021,42.34787,1345,34.08215,0.639075,0.7865306,145,QSO
1.05e+19,9362,57801,9.678305,11.83185,15.61847,1889,23.93038,0.8469761,0.7954765,202,STAR
1.05e+19,9364,57699,109.138,92.00986,74.84223,1331,59.48575,0.5401042,0.668681,618,QSO
1.05e+19,9354,57806,292.193,281.455,250.865,2131,185.6634,0.6649026,0.7657815,923,STAR
1.05e+19,9362,57801,43.12877,49.48595,51.65629,1889,42.09513,0.7365813,0.863226,406,QSO
1.05e+19,9362,57801,22.96935,24.29082,22.4119,1889,17.1125,0.7703998,0.792393,334,QSO
1.05e+19,9362,57801,20.4413,24.60789,22.87483,1889,18.40832,0.6334773,0.8355503,268,QSO
1.05e+19,9363,57742,95.83191,97.04752,82.401,1402,55.37902,0.5457181,0.6730121,643,STAR
1.05e+19,9366,57746,91.64156,91.85669,80.30575,1402,57.39797,0.5222414,0.6638991,462,STAR
1.05e+19,9357,57807,93.23139,91.73248,83.13348,2076,62.03266,0.6947672,0.8046989,184,STAR
1.05e+19,9357,57807,71.70583,72.75813,65.1211,2076,48.96813,0.7073814,0.8538753,470,STAR
1.05e+19,9369,58054,202.2744,196.1416,174.9026,1402,125.241,0.5704725,0.7252153,207,STAR
1.05e+19,9364,57699,315.2351,306.2397,269.3883,1889,201.4204,0.7273696,0.8191801,162,STAR
1.05e+19,9369,58054,179.2452,171.4531,153.1957,1350,110.4163,0.6524023,0.7905179,443,STAR
1.05e+19,9357,57807,180.7529,174.8058,155.33,1345,111.5337,0.6612862,0.7476504,550,STAR
1.05e+19,9354,57806,45.53728,24.2793,21.66183,2131,17.4813,0.8163639,0.8084561,271,QSO
1.05e+19,9356,57809,38.06081,45.69963,53.65197,2131,65.96248,0.7089326,0.7724447,744,STAR
1.05e+19,9363,57742,103.4017,97.36951,86.53973,1350,65.17388,0.5840595,0.8614177,482,STAR
1.05e+19,9366,57746,311.414,295.8115,263.4216,1350,203.4787,0.6961234,0.7539152,684,STAR
1.05e+19,9363,57742,32.19876,43.49422,53.6563,1350,69.57372,0.6017591,0.78201,527,STAR
1.05e+19,9360,58055,124.0671,123.3832,110.1453,2076,81.3138,0.6485264,0.7481281,607,STAR
1.05e+19,9364,57699,295.8397,282.6335,249.6697,1345,178.1619,0.6325231,0.8992373,673,STAR
1.05e+19,9366,57746,170.4653,163.504,143.8767,1345,105.658,0.5914147,0.7124567,143,STAR
1.05e+19,9360,58055,82.59769,84.04961,79.35493,2076,63.50106,0.6572887,0.75807,567,STAR
1.05e+19,9364,57699,115.4246,113.0167,99.19798,2076,73.87688,0.6787751,0.7857464,313,STAR
1.05e+19,9363,57742,145.2386,142.0175,128.996,1350,89.57186,0.712099,0.7455705,556,STAR
1.05e+19,9368,57817,84.93911,83.73581,73.3005,1345,50.62601,0.5806251,0.6863955,351,STAR
1.05e+19,9354,57806,293.8033,284.225,259.4144,2076,199.5006,0.5784334,0.6858068,531,STAR
1.05e+19,9360,58055,117.0921,113.7868,99.76673,1889,70.1694,0.7868074,0.8311698,720,STAR
1.05e+19,9356,57809,199.981,190.4993,164.9403,2131,116.2349,0.720812,0.8076658,750,STAR
1.05e+19,9356,57809,224.9103,217.7669,195.1304,2131,145.024,0.6833599,0.7737312,785,STAR
1.05e+19,9354,57806,48.8031,47.84046,40.09631,2076,33.59733,0.5546072,0.6138496,696,QSO
1.05e+19,9354,57806,157.3707,145.3152,125.6594,2076,90.67544,0.5737488,0.689059,684,STAR
1.05e+19,9354,57806,125.1074,121.8073,107.389,2131,79.82548,0.661428,0.7442964,224,STAR
1.05e+19,9368,57817,105.7448,81.46748,70.57923,2076,66.13733,0.6389238,0.7374516,368,QSO
1.05e+19,9357,57807,132.4067,130.1939,115.9698,2076,85.33772,0.6819505,0.8675936,705,STAR
1.05e+19,9357,57807,53.92926,47.63915,40.12421,1889,43.58484,0.8196228,0.8509372,985,QSO
1.05e+19,9354,57806,77.60543,73.94507,65.33947,2076,45.87925,0.5637846,0.676397,720,STAR
1.05e+19,9363,57742,80.26942,76.58511,68.67416,1402,49.77039,0.5965778,0.6570356,608,STAR
1.05e+19,9354,57806,97.52209,126.6468,159.19,2076,209.7238,0.5860867,0.7054815,480,STAR
1.05e+19,9368,57817,240.1393,238.646,212.2085,2076,151.532,0.7499944,0.765692,936,STAR
1.05e+19,9357,57807,68.79498,67.03785,63.30001,2076,49.12831,0.6963437,0.8717427,652,STAR
1.05e+19,9364,57699,91.23562,86.36486,77.27777,1889,59.52274,0.6736096,0.8277896,48,STAR
1.05e+19,9356,57809,93.18922,83.33592,71.92902,2131,51.93988,0.6483258,0.6964283,962,STAR
1.05e+19,9354,57806,96.61829,93.06239,82.35302,1889,61.2845,0.6628528,0.7585877,450,STAR
1.05e+19,9356,57809,144.5448,138.8891,122.9918,1889,88.48849,0.6930757,0.7588193,548,STAR
1.05e+19,9356,57809,61.6379,65.63779,60.59211,2076,46.81138,0.6430232,0.8195935,594,STAR
1.05e+19,9369,58054,161.4161,153.105,132.3823,1331,95.67576,0.6708212,0.7347875,980,STAR
1.05e+19,9329,57688,36.47822,31.1441,27.93443,1010,23.81701,1.141747,1.158829,55,QSO
1.05e+19,9363,57742,61.82088,57.37549,49.42797,1331,53.97864,0.5496585,0.6664207,188,QSO
1.05e+19,9363,57742,70.3149,78.36717,73.92461,1345,63.03702,0.5331057,0.6658325,972,STAR
1.05e+19,9366,57746,113.5817,109.502,96.69078,1402,68.87775,0.596205,0.6522025,517,GALAXY
1.05e+19,9354,57806,388.0912,382.0794,341.1086,2076,245.5763,0.5923481,0.6881105,758,STAR
1.05e+19,9357,57807,344.1574,328.7214,294.1869,1345,213.0342,0.645148,0.6739014,512,STAR
1.05e+19,9357,57807,256.0921,240.2634,209.9019,2076,151.1466,0.6559845,0.7450412,918,STAR
1.05e+19,9368,57817,130.8362,122.2654,108.4407,1331,80.37833,0.6577392,0.7305333,761,STAR
1.05e+19,9354,57806,111.5667,102.757,89.48572,1889,67.15587,0.7223951,0.7686244,832,STAR
1.05e+19,9367,57758,195.4956,175.8004,154.7144,1350,112.9479,0.6781211,0.9485587,56,STAR
1.05e+19,9368,57817,72.1768,70.27718,63.10107,1889,46.12382,0.6809443,0.7571554,91,STAR
1.05e+19,9357,57807,340.5941,316.0036,272.1634,1889,186.2867,0.6598336,0.7506955,455,STAR
1.05e+19,9360,58055,270.2238,263.7591,238.7068,2076,183.9441,0.6536501,0.8081352,600,STAR
1.05e+19,9367,57758,288.7826,268.6817,225.0235,1402,148.3333,0.6230795,0.7041267,98,STAR
1.05e+19,9367,57758,134.0754,132.2801,117.8613,1402,89.02314,0.5758885,0.7213218,25,STAR
1.05e+19,9368,57817,15.52941,17.49017,23.01259,1331,34.13834,0.7842038,0.7432288,777,STAR
1.05e+19,9363,57742,97.47675,99.18027,86.73009,1345,63.56196,0.5973374,0.7362929,165,STAR
1.05e+19,9357,57807,16.89435,19.83744,18.82881,2137,14.49259,0.5598077,0.7166789,11,QSO
1.05e+19,9357,57807,29.37057,20.09097,17.97802,2137,17.59674,0.8754871,0.7566609,12,QSO
1.05e+19,9360,58055,359.9206,379.095,329.7694,2137,229.3681,0.6346402,0.6842674,338,STAR
1.05e+19,9360,58055,203.8624,202.1353,185.3076,2076,144.1736,0.6271499,0.8458168,488,STAR
1.05e+19,9362,57801,215.543,198.1582,171.7604,2076,120.7707,0.5936669,0.842965,92,STAR
1.05e+19,9365,57749,451.2342,420.0565,373.0541,2076,273.8876,0.5986322,0.8353453,663,STAR
1.05e+19,9354,57806,15.6957,18.42398,19.481,2131,15.93361,0.5672505,0.754863,994,QSO
1.05e+19,9363,57742,162.7092,152.2437,133.8289,1345,96.27905,0.6455057,0.741869,55,STAR
1.05e+19,9362,57801,275.435,266.0966,231.5014,2076,165.8237,0.6063522,0.6844717,959,STAR
1.05e+19,9362,57801,177.7995,171.9747,147.9854,1889,103.5688,0.660099,0.7843694,60,STAR
1.05e+19,9362,57801,100.9781,101.4783,89.7907,2076,64.34381,0.6919135,0.7978719,216,STAR
1.05e+19,9363,57742,21.85714,19.35106,18.45765,1345,16.50619,0.7467718,0.8106958,309,QSO
1.05e+19,9362,57801,205.8052,191.1001,175.482,2076,137.5999,0.6711018,0.8909816,450,STAR
1.05e+19,9362,57801,402.6548,394.6767,360.907,2076,285.8442,0.7035092,0.7868379,375,STAR
1.05e+19,9362,57801,24.988,22.60362,18.71131,2076,17.45225,0.632628,0.7718133,776,QSO
1.05e+19,9363,57742,39.81605,29.91918,28.09865,1345,18.8396,0.6023379,0.7931284,770,QSO
1.05e+19,9364,57699,74.92377,74.20222,67.41054,1345,54.40006,0.642211,0.8615695,644,STAR
1.05e+19,9362,57801,27.30823,25.24,19.84958,1345,19.19214,0.6461648,0.700608,716,QSO
1.05e+19,9362,57801,25.51431,22.63824,22.58011,1345,19.82764,0.6103547,0.6645943,787,QSO
1.05e+19,9366,57746,39.21412,48.78772,57.49723,1402,64.23755,0.5492349,0.6797506,398,STAR
1.05e+19,9366,57746,33.34684,40.70302,30.10259,1402,26.56391,0.5042531,0.6548469,615,QSO
1.05e+19,9362,57801,30.59628,32.93649,29.81738,1331,23.92684,0.54358,0.6829939,676,QSO
1.05e+19,9368,57817,242.2476,240.1102,217.7497,1345,167.7469,0.6046117,0.6746886,680,STAR
1.05e+19,9369,58054,23.62616,27.9908,36.09829,1345,47.57451,0.6727683,0.7478892,97,STAR
1.05e+19,9369,58054,22.48895,21.9667,16.4718,1350,17.41801,0.5445502,0.6787047,215,QSO
1.05e+19,9366,57746,95.08749,92.21733,84.20814,1350,66.14638,0.6766642,0.8305294,846,STAR
1.05e+19,9366,57746,133.7005,128.6243,116.8842,1350,88.67832,0.6528188,0.7907975,918,STAR
1.05e+19,9369,58054,85.97279,88.74404,76.82186,1402,54.56572,0.555605,0.6668116,404,STAR
1.05e+19,9366,57746,31.82432,29.24448,22.991,1345,20.26235,0.5541421,0.7356474,72,QSO
1.05e+19,9366,57746,432.2182,423.8006,375.408,1345,270.7954,0.6210836,0.7232012,976,STAR
1.05e+19,9368,57817,32.5903,45.55288,62.1923,1345,94.02905,0.5700627,0.7339238,514,STAR
1.05e+19,9363,57742,87.80573,77.65099,44.65367,1331,21.49288,1.468115,0.7725731,36,QSO
1.05e+19,9362,57801,197.102,188.7959,163.5326,1889,114.7672,0.6617025,0.774342,96,STAR
1.05e+19,9368,57817,185.6922,180.0504,154.7409,1331,109.6262,0.6318731,0.7716894,673,STAR
1.05e+19,9369,58054,76.02647,75.38188,67.99682,1350,50.97022,0.5958586,0.7030166,899,STAR
1.05e+19,9363,57742,71.9597,68.17042,62.02872,1345,46.91648,0.601518,0.7705692,116,STAR
1.05e+19,9362,57801,148.7159,140.7498,128.9806,1345,100.1163,0.5693989,0.7838283,461,STAR
1.05e+19,9362,57801,25.85092,21.43423,17.39341,2076,16.20957,0.6292104,0.7649205,802,QSO
1.05e+19,9364,57699,91.2906,92.82552,83.33569,2076,62.28351,0.6685939,0.8840992,600,STAR
1.05e+19,9363,57742,25.26321,25.87599,19.66366,1402,18.9552,0.5706843,0.6714595,394,QSO
1.05e+19,9365,57749,216.0802,66.12492,18.80546,2131,97.92543,0.7820522,0.8634659,811,STAR
1.05e+19,9354,57806,109.7951,98.8391,89.10841,2131,64.03491,0.7201338,0.7703435,250,STAR
1.05e+19,9354,57806,66.7729,61.33879,54.65274,2131,47.81125,0.6595788,0.8058707,930,QSO
1.05e+19,9357,57807,281.4247,261.5443,225.654,2137,153.9598,0.7056192,0.8400151,990,STAR
1.05e+19,9360,58055,85.32426,81.48225,71.3734,2137,52.64962,0.6830255,0.8315793,761,STAR
1.05e+19,9363,57742,49.23772,34.27512,31.73468,1345,24.81856,0.8202708,0.9025024,311,QSO
1.05e+19,9362,57801,417.0349,394.56,336.7545,2076,234.7034,0.6044934,0.6842765,949,STAR
1.05e+19,9363,57742,116.8277,112.6143,98.61633,1402,69.4423,0.5846849,0.7071908,547,STAR
1.05e+19,9366,57746,78.85842,76.85661,69.22378,1345,49.85796,0.5864146,0.7819315,322,STAR
1.05e+19,9369,58054,44.64991,43.22218,36.3182,1350,35.79409,0.6041259,0.756561,264,QSO
1.05e+19,9361,58055,372.4124,357.6637,320.3029,2243,232.7507,0.6551226,0.7976785,866,STAR
1.05e+19,9362,57801,335.8521,371.6575,211.7162,2076,205.2793,0.8292115,0.7832158,772,QSO
1.05e+19,9368,57817,73.68044,75.39211,67.9274,1345,50.11261,0.572172,0.7259228,480,STAR
1.05e+19,9368,57817,94.30364,90.07095,81.68161,1345,60.99665,0.595551,0.7155641,438,STAR
1.05e+19,9368,57817,75.04389,73.48512,65.71145,1331,48.84706,0.5965186,0.7425202,664,STAR
1.05e+19,9356,57809,100.667,97.67097,86.22823,2137,64.03915,0.7182122,0.7876709,522,STAR
1.05e+19,9362,57801,278.4803,271.5273,246.0996,1345,190.4609,0.5641384,0.7334639,596,STAR
1.05e+19,9361,58055,71.74126,73.19312,65.30517,1889,49.46742,0.7015249,0.9007428,550,STAR
1.05e+19,9360,58055,214.1082,217.6927,137.8249,1889,72.20063,0.7434506,0.8655187,347,QSO
1.05e+19,9335,57713,32.74588,30.57353,29.0729,1010,27.16264,1.027912,1.027984,683,QSO
1.05e+19,9329,57688,214.3752,203.3158,180.1577,1010,135.1208,1.027139,1.050063,125,STAR
1.05e+19,9329,57688,48.97529,36.60821,32.98875,1010,29.26286,0.9825243,1.120707,43,QSO
1.05e+19,9366,57746,33.09271,32.35197,25.64214,1345,24.12082,0.609507,0.7993934,884,QSO
1.05e+19,9363,57742,218.2042,218.4704,194.5394,1345,143.9214,0.6075292,0.7998707,870,STAR
1.05e+19,9368,57817,15.77113,17.09245,21.82924,2076,25.94767,0.633368,0.736114,380,STAR
1.05e+19,9366,57746,164.1077,160.8136,143.1433,1331,100.3181,0.5466506,0.6724448,10,STAR
1.05e+19,9363,57742,26.87027,23.35112,24.72703,1350,18.34278,0.7384208,0.7257113,738,QSO
1.05e+19,9366,57746,159.4227,149.2678,134.0675,1350,98.33613,0.6369107,0.7761902,571,STAR
1.05e+19,9362,57801,91.35094,88.08894,74.3273,1889,51.40206,0.7223828,0.8241076,811,STAR
1.05e+19,9362,57801,157.9976,149.6534,105.3645,1889,86.65987,0.864181,0.8362181,818,QSO
1.05e+19,9354,57806,152.1833,141.5684,116.5302,1889,76.31565,0.7315177,0.7904854,584,STAR
1.05e+19,9357,57807,25.44383,36.39246,46.78394,1889,59.22168,0.617285,0.7806843,186,STAR
1.05e+19,9357,57807,115.0033,110.1591,94.0315,2076,62.73952,0.6172541,0.7324423,361,STAR
1.05e+19,9362,57801,141.9115,135.7427,120.1094,1345,84.14764,0.6501567,0.6912645,556,STAR
1.05e+19,9363,57742,22.44378,21.96713,17.99373,1331,18.6334,0.5544954,0.6802011,964,QSO
1.05e+19,9366,57746,203.8859,193.6566,165.9142,1331,114.0455,0.57911,0.6991854,44,STAR
1.05e+19,9369,58054,122.4475,116.4373,104.0245,1345,73.84288,0.6286039,0.784318,114,STAR
1.05e+19,9354,57806,91.78963,93.90823,86.2282,1889,62.17339,0.6508242,0.7656086,390,STAR
1.05e+19,9361,58055,125.8211,125.5456,118.2001,2243,94.73523,0.6918132,0.7455461,638,STAR
1.05e+19,9356,57809,177.9943,170.9646,151.2012,2131,109.8353,0.6692894,0.7298535,798,STAR
1.05e+19,9360,58055,76.29933,75.74198,67.45068,2131,49.59547,0.6434343,0.700949,321,STAR
1.05e+19,9354,57806,115.0138,104.6869,92.16026,2131,66.91303,0.7666646,0.8269328,343,STAR
1.05e+19,9362,57801,31.16846,30.34254,27.22362,1331,20.3361,0.5496871,0.6563293,602,QSO
1.05e+19,9362,57801,48.8712,42.93019,42.8075,1331,31.47485,0.5791984,0.6703181,486,QSO
1.05e+19,9363,57742,30.79908,27.40203,22.75902,1350,21.40785,0.6952605,0.7403117,538,QSO
1.05e+19,9363,57742,81.59457,75.98726,65.94656,1350,49.07486,0.6172618,0.7162063,534,STAR
1.05e+19,9369,58054,17.62619,18.76685,18.91863,1402,16.01013,0.6031371,0.6651729,310,QSO
1.05e+19,9360,58055,43.04233,52.10018,65.63703,1889,83.06431,0.7079565,0.8619162,685,STAR
1.05e+19,9357,57807,15.05768,19.51404,25.58458,1889,31.11584,0.6384601,0.8691958,672,STAR
1.05e+19,9362,57801,249.9818,239.6802,213.8692,2076,156.994,0.6915352,0.7796043,322,STAR
1.05e+19,9368,57817,18.37129,54.10331,42.05527,2076,29.45427,0.6282531,1.023766,885,QSO
1.05e+19,9357,57807,86.31,84.86392,75.79923,1889,57.05373,0.6894202,0.795559,893,STAR
1.05e+19,9363,57742,39.14351,43.10368,48.32623,1331,38.37208,0.5851833,0.7027575,254,STAR
1.05e+19,9363,57742,92.34298,90.99858,85.37833,1345,65.73936,0.6142379,0.8071148,334,STAR
1.05e+19,9363,57742,47.22918,41.38115,37.92691,1345,30.38914,0.5886163,0.77783,298,QSO
1.05e+19,9368,57817,228.6827,217.5691,189.1225,1889,137.9533,0.6973822,0.7743356,242,STAR
1.05e+19,9363,57742,217.3012,215.6328,194.2327,1331,147.1069,0.5779289,0.688397,295,STAR
1.05e+19,9363,57742,25.78411,25.4072,19.16391,1331,18.23062,0.5585036,0.6733413,289,QSO
1.05e+19,9366,57746,83.66675,84.18251,76.04361,1331,56.77676,0.5477045,0.7674146,99,STAR
1.05e+19,9363,57742,104.0757,99.41296,86.33773,1331,59.80007,0.5854167,0.6490037,954,STAR
1.05e+19,9357,57807,134.6782,129.4145,115.3239,2076,85.76431,0.6430014,0.8434643,997,STAR
1.05e+19,9362,57801,22.72784,20.1384,18.67944,1345,17.56922,0.562101,0.7295679,425,QSO
1.05e+19,9368,57817,75.01138,76.31745,69.27715,2076,53.28188,0.6006449,0.7024282,22,STAR
1.05e+19,9356,57809,57.33776,49.53265,40.16645,2076,29.61938,0.6179678,0.6889244,501,QSO
1.05e+19,9362,57801,79.46323,79.57655,69.89732,1345,50.7462,0.5650399,0.7116165,424,STAR
1.05e+19,9370,58056,25.98118,24.96363,24.53415,109,19.46483,0.7905059,0.7093993,271,QSO
1.05e+19,9363,57742,389.0908,374.4313,331.1755,1345,245.9531,0.5960521,0.826682,775,STAR
1.05e+19,9366,57746,188.6099,177.4948,153.0743,1345,107.8597,0.6411006,0.7808503,892,STAR
1.05e+19,9364,57699,239.4277,231.1578,208.6529,1350,158.5045,0.62765,0.7636977,518,STAR
1.05e+19,9363,57742,80.70964,74.79894,64.05434,1350,47.08747,0.6279243,0.7098429,540,STAR
1.05e+19,9357,57807,13.09152,18.36415,23.74223,1889,32.00013,0.5832307,0.7880282,300,STAR
1.05e+19,9369,58054,108.6384,104.079,92.54682,1350,71.84304,0.6314498,0.7255883,645,STAR
1.05e+19,9368,57817,233.6923,222.2956,198.8047,1889,148.7081,0.6711316,0.8269333,172,STAR
1.05e+19,9363,57742,21.19337,19.79659,18.60868,1345,17.07767,0.6804324,0.7750225,260,QSO
1.05e+19,9368,57817,167.5634,169.0871,153.9583,2076,115.0521,0.7312206,0.7996401,892,STAR
1.05e+19,9356,57809,170.804,163.9656,145.7094,2137,110.4665,0.6224145,0.7316847,271,STAR
1.05e+19,9356,57809,13.19356,16.31897,20.93108,2137,25.85377,0.5908118,0.7596021,275,STAR
1.05e+19,9356,57809,139.416,137.4752,123.5641,2137,95.33334,0.6125308,0.7426257,818,STAR
1.04e+19,9222,57680,127.1323,139.7546,117.0124,1755,86.87527,0.5966379,0.7355609,431,STAR
1.04e+19,9210,57656,98.60105,99.5648,90.69765,1755,69.36253,0.609674,0.7803707,423,STAR
1.04e+19,9219,57923,34.48809,32.33739,30.06612,1755,24.79741,0.6408817,0.6395304,874,QSO
1.04e+19,9226,57684,94.24951,94.92666,83.50736,1755,58.79165,0.6894181,0.7737229,456,STAR
1.03e+19,9180,57693,65.57655,42.9451,42.13397,1755,37.43079,0.7574899,0.7788125,90,QSO
1.03e+19,9145,58041,195.9253,185.1231,163.697,1755,112.7852,0.5971503,0.7136507,936,STAR
1.03e+19,9180,57693,31.5673,26.24804,23.67796,1755,16.61056,0.7235899,0.8151156,182,QSO
1.03e+19,9157,57742,34.76637,27.83189,24.49632,1755,19.68244,0.7270712,0.7892846,439,QSO
9.62e+18,8542,57933,77.57969,78.02077,76.54221,1345,66.61921,0.5663381,0.6423814,792,STAR
9.62e+18,8543,57542,20.66125,20.14021,21.54359,1345,22.65386,0.5699825,0.6597086,336,QSO
9.62e+18,8540,58287,123.0567,120.9679,106.3811,1453,77.13451,0.6000362,0.7032312,844,STAR
9.62e+18,8541,58257,118.2605,113.339,102.5979,1453,77.75255,0.6121728,0.7265691,46,STAR
9.62e+18,8542,57933,93.41747,89.73477,82.74482,1453,62.96521,0.6233294,0.819437,39,STAR
9.62e+18,8543,57542,35.44683,32.4341,37.4589,1345,38.14193,0.5398433,0.6023384,536,QSO
9.62e+18,8540,58287,86.48978,82.56132,72.07079,1345,52.21566,0.5667785,0.6260144,250,STAR
9.62e+18,8542,57933,78.44185,77.01167,69.80173,1345,51.77626,0.554045,0.6120242,582,STAR
9.62e+18,8541,58257,96.79689,89.42702,76.48804,1453,52.80978,0.6743873,0.854758,875,STAR
9.62e+18,8542,57933,133.9751,126.3349,115.79,1345,88.91594,0.5247344,0.6066689,696,STAR
9.62e+18,8540,58287,36.65176,39.38313,38.64009,1345,41.60767,0.5813335,0.6432747,255,QSO
9.62e+18,8542,57933,26.66413,27.16261,26.34342,1345,20.83872,0.5785838,0.675335,577,QSO
9.62e+18,8541,58257,136.3063,131.4798,121.0179,1453,96.60303,0.6803718,0.7173902,649,STAR
9.62e+18,8540,58287,117.3853,120.8274,111.6989,1345,86.53608,0.5209647,0.5958427,338,STAR
9.62e+18,8543,57542,35.12344,34.90301,34.082,1345,25.97605,0.5981864,0.6589761,674,QSO
9.62e+18,8541,58257,135.4655,131.925,121.5585,1453,96.15009,0.5659851,0.6752049,258,STAR
9.62e+18,8542,57933,176.5276,176.1519,161.542,1453,127.3803,0.6208045,0.7575074,956,STAR
9.62e+18,8540,58287,69.08798,65.90227,62.22302,1453,49.45655,0.6096258,0.7742424,618,STAR
9.62e+18,8543,57542,134.1205,133.3782,119.8413,1453,95.91302,0.5653885,0.6256465,952,STAR
9.62e+18,8542,57933,128.4122,127.5628,116.4751,1345,94.51955,0.5368453,0.6297781,238,STAR
9.62e+18,8543,57542,72.59006,71.64797,63.59169,1453,46.96805,0.5145943,0.717601,701,STAR
9.62e+18,8543,57542,75.73581,73.60846,67.92334,1345,53.32042,0.6310313,0.7039245,672,STAR
9.62e+18,8541,58257,240.5814,229.9375,207.7219,1453,160.8295,0.6240185,0.7757838,775,STAR
9.62e+18,8541,58257,342.8586,338.9262,309.6754,1453,236.684,0.5861987,0.741323,212,STAR
9.62e+18,8541,58257,87.59493,86.5604,79.07336,1345,63.03159,0.6098195,0.713677,488,STAR
9.62e+18,8540,58287,16.29154,18.04702,15.24241,1453,15.38926,0.5664619,0.7500879,775,QSO
9.62e+18,8543,57542,47.81645,51.20635,45.12854,1345,46.54922,0.5399398,0.6456201,202,QSO
9.62e+18,8541,58257,261.9633,258.6903,235.8391,1345,179.7438,0.5980521,0.6751134,520,STAR
9.62e+18,8542,57933,87.86767,85.06149,77.51929,1345,61.29476,0.5747017,0.5949593,549,STAR
9.62e+18,8543,57542,164.6274,138.8082,103.5762,1453,67.48309,0.8912488,0.7843192,855,QSO
9.62e+18,8542,57933,123.0772,126.3912,115.9176,1345,90.41827,0.6062857,0.685985,922,STAR
9.62e+18,8543,57542,200.1469,142.051,134.7953,1453,88.20168,0.6417921,0.7451853,114,QSO
9.62e+18,8540,58287,141.4945,139.0431,131.2621,2207,109.783,0.6301209,0.7336227,663,STAR
9.62e+18,8543,57542,75.50131,77.16857,71.35481,1453,54.64198,0.5991327,0.8255134,97,STAR
9.62e+18,8541,58257,36.46394,29.5744,32.75512,1453,25.07652,0.6556358,0.7168879,194,QSO
9.62e+18,8540,58287,104.1229,101.0399,87.92921,1453,62.5969,0.6327481,0.756227,982,STAR
9.62e+18,8544,58281,107.7795,98.35761,86.66155,2207,64.08987,0.6308048,0.7777972,446,STAR
9.62e+18,8543,57542,20.75435,18.94292,18.90948,1345,14.82995,0.5983872,0.6227121,386,QSO
9.62e+18,8540,58287,204.8776,202.0542,182.5376,1345,135.3807,0.5667526,0.6212779,298,STAR
9.62e+18,8540,58287,102.5013,96.48486,87.48596,1345,66.75213,0.5553939,0.690831,572,STAR
9.62e+18,8542,57933,101.6855,105.494,109.3035,1345,110.4936,0.5845049,0.664013,788,STAR
9.62e+18,8541,58257,66.57233,48.68949,39.41827,1453,23.70899,1.228072,1.005224,297,QSO
9.62e+18,8540,58287,85.09089,75.8235,67.02151,1453,47.30009,0.6435889,0.6999632,776,STAR
9.62e+18,8543,57542,102.1865,99.66154,91.67551,1345,72.58539,0.59562,0.707929,93,STAR
9.62e+18,8540,58287,71.49373,68.86181,62.94389,1453,49.32095,0.6337743,0.7857121,974,STAR
9.62e+18,8542,57933,44.52043,37.23297,35.174,1345,31.42613,0.6071137,0.6973371,918,QSO
9.62e+18,8541,58257,114.6345,116.3944,110.6258,1453,86.77921,0.5869717,0.6984847,252,STAR
9.62e+18,8540,58287,15.96572,15.41567,16.13066,1453,12.39826,0.64,0.7701765,76,QSO
9.62e+18,8542,57933,69.34103,62.58848,48.84821,2207,36.33588,0.7292362,0.8055995,748,QSO
9.62e+18,8543,57542,180.5883,177.7276,163.125,1345,124.4453,0.6086829,0.6382611,270,STAR
9.62e+18,8543,57542,76.7301,76.40093,71.96275,1345,58.52457,0.593737,0.6282443,176,STAR
9.62e+18,8541,58257,158.7332,157.3001,143.7298,1453,113.2325,0.5847387,0.7333255,267,STAR
9.62e+18,8541,58257,5.256884,5.076561,6.5801,1345,11.95838,0.7210789,0.6643496,404,STAR
9.62e+18,8540,58287,15.27845,17.7124,19.03528,1345,18.17557,0.5863689,0.7208208,270,STAR
9.62e+18,8542,57933,15.06876,19.77761,22.65328,2248,21.44478,0.6854395,0.7830836,765,STAR
9.62e+18,8542,57933,150.82,149.7868,137.2762,1345,109.5821,0.6329883,0.6466187,331,STAR
9.62e+18,8540,58287,85.52834,83.23982,79.78997,2248,66.95856,0.6388532,0.7443802,386,STAR
9.62e+18,8541,58257,238.1238,175.6098,117.4927,1453,52.0103,2.883456,1.057166,749,QSO
9.62e+18,8541,58257,67.7365,68.08585,63.18068,1345,50.69835,0.588607,0.6540244,448,STAR
9.62e+18,8542,57933,11.70355,15.26791,17.26024,2248,14.03345,0.6222057,0.9067059,61,QSO
9.62e+18,8540,58287,155.7193,155.4352,142.9361,1345,112.7283,0.542311,0.6052796,456,STAR
9.62e+18,8543,57542,69.16058,70.94519,64.19416,1345,49.21277,0.5489534,0.6516262,597,STAR
9.62e+18,8543,57542,67.10294,67.1813,61.57277,1345,47.94651,0.5703443,0.6083739,493,STAR
9.62e+18,8540,58287,68.92954,68.30724,61.95756,1453,50.79715,0.6307047,0.7545416,138,STAR
9.62e+18,8543,57542,94.0075,91.36848,83.48882,1345,65.75759,0.5452258,0.6065125,609,STAR
