phone_id,battery_power,clock_speed,m_dep,mobile_wt,n_cores,ram,talk_time,price_range,sc_h,sc_w,blue,dual_sim,four_g,touch_screen,wifi,int_memory,total_camera,total_pixels,has_front_camera,has_primary_camera
1016,1.6795024978791642,1.3,0.4,173,8,0.47634042280786765,7,3,8,2.0,0,1,0,0,0,-0.05665878924511498,8,1552620,1,1
1017,1.4611918740538068,2.2,0.3,158,5,-0.8268833339860368,14,1,12,6.330049261083744,0,0,0,0,0,1.0457570131295395,11,740781,1,1
1018,-1.2631427857667992,0.7,0.9,173,4,0.4588041257971848,5,2,16,3.0,0,0,0,0,1,-0.7181082706699076,22,1893690,1,1
1019,-1.0607506449287074,2.6,0.1,100,2,-1.1037722341547134,18,0,13,6.0,0,1,0,1,1,-1.434678542213433,17,1090011,1,1
1020,-1.5974309284993777,1.4,0.7,135,3,-0.8434966679961573,7,0,15,10.0,1,0,1,0,1,1.155998593367005,0,385635,0,0
1021,1.035940971393996,1.8,1.0,186,6,-0.4355470217476405,6,2,7,5.0,0,0,0,0,0,1.155998593367005,0,1442352,0,0
1022,0.8972227625049668,1.7,0.9,111,2,-1.489570768389736,7,0,9,6.330049261083744,0,1,1,1,0,0.05358279099235046,22,132276,1,1
1023,0.3014166849815955,0.5,0.5,167,4,0.839064882028834,8,2,13,6.0,0,0,0,0,0,1.1008778032482722,23,312273,1,1
1024,-1.5633198935266657,2.8,0.1,172,7,-0.6561351788820196,19,0,6,1.0,1,0,1,0,1,1.2111193834857377,15,323804,0,1
1025,-0.03969366474552543,0.5,0.5,139,1,0.28897893369372984,10,3,13,11.0,0,0,1,1,1,-0.22202115960131313,8,3744520,1,1
1026,-0.5422629133434836,0.5,0.7,179,8,1.494368612428035,7,3,11,1.0,1,0,0,0,1,1.707206494554332,30,2706657,1,1
1027,1.6999691188627915,2.7,0.2,162,4,-0.6902848099028229,15,1,5,3.0,0,1,1,1,1,1.7623272846730647,23,358720,1,1
1028,-0.2716487025599677,0.5,0.4,164,4,1.28762490030209,7,3,7,4.0,0,1,1,0,0,-0.49762511019497674,1,751215,0,1
1029,1.0473113163849,0.5,0.5,97,4,1.5423626884572725,12,3,17,10.0,0,1,0,1,1,1.4867233340794013,4,823888,1,1
1030,-0.3171300825235838,0.5,0.3,146,3,-0.3930907237217768,3,1,17,10.0,0,0,1,1,1,1.5969649143168665,33,430728,1,1
1031,0.7676008296086608,2.6,0.2,90,3,-1.6510892934881307,13,0,14,8.0,0,0,0,1,1,1.4316025439606685,23,252400,1,1
1032,-0.6559663632525239,0.5,0.1,156,5,-0.9505603760613789,13,0,14,12.0,1,0,0,1,0,1.2662401736044704,19,652482,1,1
1033,-0.35806332449083833,2.5,1.0,99,3,-1.6612418864943155,6,0,9,1.0,1,1,0,0,1,0.935515432892074,30,147396,1,1
1034,-1.4382460986267214,2.5,0.2,146,4,-0.8324211119894103,7,0,19,12.0,0,0,1,0,0,1.155998593367005,3,535680,1,1
1035,-1.6747492744375252,1.5,0.2,199,2,-0.4392388737498895,14,1,6,1.0,0,1,0,1,0,0.27406595146728135,19,1276050,1,1
1036,-0.6400478802652583,0.7,0.1,160,2,-0.20942108660988798,3,1,12,4.0,1,0,1,1,0,-1.5449201224508984,0,63916,0,0
1037,0.954074487459487,1.4,0.3,159,5,0.4468056067898755,19,2,12,11.0,1,1,1,0,0,0.3291867415860141,0,37689,0,0
1038,1.0063780744176454,2.5,0.3,167,1,0.1293063345964597,20,2,5,3.0,1,1,0,1,1,-0.7732290607886403,13,854250,1,1
1039,1.693146911868249,0.5,1.0,87,6,0.6000174648832098,3,2,9,4.0,1,1,0,1,1,0.6047906921796776,13,235924,1,1
1040,1.1701110422866636,1.2,0.9,113,7,-0.6275233258645896,12,1,17,16.0,0,0,1,1,1,-1.1039538015010366,25,617265,1,1
1041,0.894948693506786,1.4,0.1,132,4,0.45142042179268677,15,2,5,4.0,1,0,0,0,0,0.49454911194221224,1,1145838,0,1
1042,1.6158285659301015,1.4,0.3,145,7,-1.6326300334768855,19,0,5,3.0,1,0,0,0,0,1.3764817538419358,18,1120278,1,1
1043,1.0404891093903577,1.7,0.9,97,3,-1.4784952123829889,4,0,5,6.330049261083744,0,0,0,1,1,-1.048833011382304,3,138188,1,1
1044,-1.2517724407758952,2.5,0.8,131,7,1.4952915754285974,4,3,17,1.0,0,1,0,1,0,1.3764817538419358,3,836664,0,1
1045,-0.30575973753267977,1.7,0.4,199,2,-0.8268833339860368,3,0,6,6.330049261083744,0,0,1,1,1,1.5418441241981338,14,922689,1,1
1046,-0.26482649556542526,2.8,0.6,184,3,-0.6672107348887666,3,1,14,10.0,0,0,0,1,0,-0.22202115960131313,4,3097614,0,1
1047,-1.6702011364411635,0.5,0.9,172,5,-0.03682700550474624,8,1,13,5.0,1,1,1,0,0,0.7701530625358758,16,502600,1,1
1048,-0.19205628762363947,0.5,0.7,156,7,-1.4194255803470046,4,0,8,3.0,0,0,1,1,1,-0.9937122212635712,26,452051,1,1
1049,1.1109852483339626,2.1,0.6,85,7,0.3065152307044127,7,3,19,13.0,0,0,1,0,1,1.707206494554332,10,2914296,1,1
1050,0.9904595914303799,2.8,0.2,89,3,-0.08758997053567028,6,2,7,6.330049261083744,0,1,1,0,0,1.1008778032482722,7,2361368,0,1
1051,1.6135544969319207,2.8,0.2,135,2,-1.208067053218248,3,0,16,2.0,0,1,1,0,0,-0.7732290607886403,19,272367,1,1
1052,-0.046515871740067855,2.8,0.8,150,7,-0.4226255397397689,12,1,10,6.330049261083744,1,1,0,0,0,0.3843075317047468,17,1959012,1,1
1053,-1.6088012734902817,1.1,0.7,189,7,0.7689196939861026,19,2,17,1.0,0,0,0,1,0,1.707206494554332,24,275935,1,1
1054,-0.4126409804471777,2.1,0.5,154,5,1.4583730554061072,13,3,6,4.0,0,0,0,0,0,-1.4897993323321657,17,438880,1,1
1055,-1.5064681685721455,1.2,0.8,162,8,0.6230915398972663,16,2,11,6.0,0,0,0,1,1,-0.11177957936384769,6,756371,1,1
1056,1.6408433249100904,2.1,0.2,165,7,1.5211345394443405,6,3,11,9.0,1,0,0,1,1,-1.3795577520947002,10,761236,1,1
1057,-1.2858834757486073,1.7,0.1,88,1,-0.06913071052442517,17,1,7,2.0,1,1,1,1,0,-0.5527459003137094,8,646272,1,1
1058,-1.183550370830471,0.7,0.8,88,1,-0.34232775869085275,9,1,17,11.0,0,1,1,0,1,-0.6078666904324421,7,429940,0,1
1059,-0.8515362970960733,1.7,0.3,103,3,-0.20388330860651444,13,1,12,8.0,0,0,1,1,1,0.16382437122981588,10,1196715,1,1
1060,-1.5724161695193888,1.9,0.4,154,5,0.535410054843852,10,1,17,3.0,0,1,0,1,0,0.27406595146728135,5,200711,1,1
1061,-1.3995869256576476,0.9,0.1,102,8,1.3033152713116483,3,3,16,13.0,1,0,1,0,1,-1.600040912569631,8,3114969,1,1
1062,1.2610738022138959,0.7,0.4,154,5,-0.6967455509067587,19,1,16,3.0,0,1,0,0,1,-0.27714194972004585,24,423092,1,1
1063,1.095066765346697,0.7,0.1,137,2,-0.8333440749899725,7,1,13,2.0,1,1,0,0,0,-0.7181082706699076,3,264214,0,1
1064,-0.9697878850014752,0.5,1.0,106,4,0.9018263660670673,2,2,6,6.330049261083744,0,1,0,0,0,1.7623272846730647,8,45815,1,1
1065,-0.5877442933070998,0.5,0.9,160,6,0.13207522359814647,4,2,7,5.0,1,0,1,1,0,0.05358279099235046,0,1772064,0,0
1066,-1.3541055456940314,1.0,0.2,187,8,0.48280116381180344,18,1,7,5.0,0,0,1,1,1,-0.7732290607886403,21,476918,1,1
1067,1.5612509099737621,3.0,0.8,175,8,0.04439373854473222,19,2,7,3.0,0,1,1,1,0,-0.8834706410261057,11,1068521,0,1
1068,0.38555723791428537,2.5,0.1,151,4,0.9572041461008026,3,3,19,18.0,1,0,0,0,0,-0.001537999126382259,9,859250,1,1
1069,0.6448011037068972,0.7,0.2,124,1,-0.6985914769078833,17,1,14,5.0,1,1,0,0,1,-0.22202115960131313,9,1133832,1,1
1070,-1.4814534095921565,2.5,0.6,111,1,0.5732515378669044,7,2,10,4.0,1,0,1,0,1,1.0457570131295395,33,332084,1,1
1071,1.6385692559119096,0.5,0.7,191,6,-1.3898907643290124,8,0,7,4.0,0,1,0,1,1,-0.7732290607886403,25,68575,1,1
1072,1.4407252530701795,0.5,0.7,89,6,-1.2929796492699757,9,1,17,3.0,0,1,0,0,1,-0.828349850907373,9,3090483,1,1
1073,-0.44447794642170896,0.5,0.1,111,3,-1.1194626051642715,6,0,16,9.0,1,0,0,1,0,0.5496699020609449,15,1164216,1,1
1074,1.2974589061847888,0.5,0.7,123,6,0.6083241318882702,20,3,12,6.0,0,0,0,1,1,-0.49762511019497674,25,719213,1,1
1075,1.0564075923776233,0.5,0.2,92,6,-1.22929520223118,17,0,7,3.0,1,0,1,1,0,-0.49762511019497674,12,69814,1,1
1076,-0.32622635851630705,0.5,0.5,197,1,-1.4443455813621855,10,0,9,1.0,1,0,0,1,0,0.7150322724171431,9,223213,1,1
1077,0.3992016519033702,2.6,0.6,137,4,-1.6732404055016248,8,0,5,2.0,0,0,0,0,1,-0.27714194972004585,21,1257456,1,1
1078,0.9563485564576677,2.5,0.1,88,7,-1.4581900263706193,9,0,12,6.330049261083744,1,0,0,1,1,0.49454911194221224,20,1192305,1,1
1079,0.6857343456741518,0.7,0.8,197,7,-0.4927707277825003,2,1,19,6.330049261083744,0,1,0,0,1,1.5418441241981338,13,578688,1,1
1080,0.23546868403435212,1.0,0.6,86,7,0.5732515378669044,10,3,15,5.0,0,0,1,1,0,-0.05665878924511498,1,1623258,0,1
1081,-0.11246387268731123,2.3,0.5,198,3,-1.1369989021749545,13,0,9,6.0,1,0,0,1,0,-1.3244369619759675,27,353228,1,1
1082,-1.6383641704666323,2.4,0.6,128,6,0.35912412173646124,7,1,16,12.0,1,0,1,1,1,1.6520857044355992,0,347190,0,0
1083,0.4787940668396984,0.8,0.2,144,1,-1.008707045096801,8,1,10,6.330049261083744,0,1,1,1,1,-1.214195381738502,15,2858394,1,1
1084,-1.642912308462994,1.1,0.4,91,5,-1.2052981642165614,10,0,8,6.330049261083744,0,1,1,1,1,0.3843075317047468,7,1197855,0,1
1085,0.7516823466213952,0.8,0.9,111,3,1.427915276387553,15,3,15,2.0,0,1,0,0,1,1.4867233340794013,24,1743963,1,1
1086,0.16724661408892794,0.8,0.9,156,6,1.576512319478076,17,3,14,13.0,1,1,0,1,0,-0.442504320076244,0,205965,0,0
1087,1.4884807020319764,0.5,0.1,179,8,-0.5933736948437861,17,2,15,7.0,1,1,0,1,0,-0.49762511019497674,4,1722696,1,1
1088,-0.36943366948174233,2.5,0.2,105,5,-0.07559145152836096,14,1,7,5.0,0,0,0,0,0,-0.9937122212635712,7,708500,1,1
1089,-1.6110753424884625,2.6,0.9,118,6,-0.8268833339860368,2,0,16,11.0,1,0,0,1,0,0.4394283218234795,3,891620,1,1
1090,-0.4422038774235281,2.8,0.6,129,4,-0.2851040526559929,15,1,17,16.0,1,1,0,0,1,0.05358279099235046,20,53004,1,1
1091,0.20817985605618244,1.1,0.7,126,7,0.03793299754079643,4,2,10,1.0,0,0,0,0,0,0.27406595146728135,31,1805611,1,1
1092,1.3588587691356704,1.1,0.7,104,5,0.31759078671115976,7,2,18,6.0,0,1,0,1,1,-0.9937122212635712,1,179424,0,1
1093,1.1428222143084938,0.5,0.1,140,5,0.41542486477075885,7,2,13,10.0,1,0,1,1,1,1.2662401736044704,4,542845,1,1
1094,1.433903046075637,2.6,0.4,152,1,-0.6921307359039475,19,1,15,3.0,0,0,1,0,0,-0.11177957936384769,13,142462,0,1
1095,0.21045392505436325,0.5,0.9,146,3,-0.3626329447032223,11,1,6,2.0,0,0,0,0,1,1.2662401736044704,23,1779022,1,1
1096,0.9472522804649445,0.5,0.1,105,3,-1.3400507622986506,12,0,10,3.0,1,1,1,0,0,-1.5449201224508984,18,843848,1,1
1097,-1.4405201676249022,1.5,0.9,162,2,0.1625330026167009,8,1,15,9.0,0,0,1,0,0,-0.7732290607886403,23,215824,1,1
1098,0.014883991210813918,0.6,0.7,105,5,0.5086441278275466,7,2,17,8.0,1,0,0,0,0,-0.11177957936384769,5,473220,1,1
1099,1.070052006366708,0.8,0.8,136,2,-0.3174077576756718,17,2,18,3.0,1,0,1,0,0,1.4316025439606685,18,1235152,1,1
1100,-0.8924695390633278,2.6,0.1,123,4,0.11361596358690136,13,2,16,8.0,1,0,1,0,0,1.4316025439606685,15,2260620,0,1
1101,0.3741868929233813,2.5,0.9,90,4,-1.1111559381592113,18,0,14,13.0,1,1,0,0,0,1.6520857044355992,16,352191,1,1
1102,-1.2517724407758952,1.5,1.0,89,3,-1.6003263284572067,8,0,5,2.0,1,0,0,1,1,-1.6551617026883638,2,235499,0,1
1103,-1.0539284379341651,2.5,0.1,185,7,-0.37463146371053163,18,1,19,3.0,1,1,1,1,1,-1.214195381738502,15,690420,1,1
1104,-0.19205628762363947,2.0,0.8,159,5,1.049500446157028,16,3,16,15.0,0,0,1,0,0,0.16382437122981588,22,1832481,1,1
1105,0.31051296097431874,0.5,0.1,194,2,-0.16419589958233746,15,1,15,13.0,0,1,1,1,1,0.16382437122981588,5,175244,1,1
1106,1.338392148152043,0.8,0.9,130,7,0.5243344988371049,7,3,8,3.0,1,0,0,1,1,1.5969649143168665,13,446292,1,1
1107,1.0427631783885383,0.5,0.1,90,4,-1.5541781784290938,11,0,15,1.0,0,0,1,1,0,1.5418441241981338,0,92048,0,0
1108,-1.1312467838723124,1.5,0.3,178,5,-0.22049664261663504,9,0,19,11.0,0,0,0,1,1,-0.9937122212635712,14,198396,1,1
1109,0.9859114534340182,0.5,0.7,174,1,-0.791810739964671,20,1,17,4.0,1,1,1,1,0,-0.001537999126382259,33,2428776,1,1
1110,-1.6474604464593554,0.7,0.1,186,3,-1.327129280290779,20,0,6,6.330049261083744,1,0,0,1,1,1.3764817538419358,11,221760,1,1
1111,0.31051296097431874,1.3,0.1,105,1,0.7061582099478693,12,3,17,1.0,1,1,0,0,0,-1.1039538015010366,15,1514926,1,1
1112,-0.5672776723234725,1.8,0.7,124,1,-0.3580181297004111,10,1,8,5.0,1,1,1,0,1,1.2662401736044704,16,49174,1,1
1113,0.6175122757287276,2.5,0.7,138,2,-1.142536680178328,5,0,18,6.0,1,1,0,0,0,0.8252738526546085,24,138060,1,1
1114,0.06263944017261085,2.6,0.4,86,7,-1.5938655874532708,3,0,16,8.0,0,0,0,1,1,-0.7732290607886403,3,1893265,1,1
1115,0.3582684099361157,2.4,0.1,138,7,0.24375374666617936,15,2,7,3.0,0,1,0,0,1,0.7701530625358758,1,1604277,0,1
1116,-0.9788841609941984,2.3,0.8,161,1,1.2054811932520493,13,3,15,6.0,0,0,0,1,1,0.7150322724171431,12,696424,1,1
1117,0.6902824836705134,2.3,0.8,182,2,1.3623849033476327,16,3,14,4.0,0,0,0,0,0,0.6047906921796776,12,334236,1,1
1118,-1.1221505078795893,0.6,0.8,102,8,0.3083611567055372,16,1,14,1.0,1,1,0,1,0,0.16382437122981588,15,136882,1,1
1119,1.129177800319409,1.9,0.7,148,6,1.019965630139036,9,3,6,1.0,1,1,1,1,0,1.4867233340794013,0,115902,0,0
1120,-1.4837274785903374,0.5,0.3,188,2,1.4039182383729343,11,3,15,4.0,0,1,0,1,1,1.3764817538419358,6,1702914,1,1
1121,0.2331946150361713,2.1,0.4,107,8,0.06931373955991312,15,1,18,14.0,1,1,0,1,0,0.2189451613485486,1,271502,0,1
1122,-1.0402840239450801,1.3,0.2,88,2,1.6032782464943813,9,3,17,10.0,1,1,0,0,0,1.7623272846730647,8,223376,1,1
1123,-1.677023343435706,0.5,0.5,174,6,0.878752291053011,17,2,17,3.0,1,1,0,0,0,-0.5527459003137094,34,391004,1,1
1124,-0.03287145775098301,1.8,0.2,139,2,-1.3880448383278878,14,0,11,4.0,1,1,1,1,1,0.6599114822984103,11,440998,1,1
1125,1.6635840148918986,1.6,0.3,80,8,0.22806337565662102,2,2,14,12.0,0,1,1,1,0,1.4316025439606685,30,576828,1,1
1126,-1.4109572706485516,2.2,0.9,138,2,0.4145019017701966,5,2,14,3.0,1,1,1,1,0,1.707206494554332,1,1519193,0,1
1127,0.6789121386796093,2.9,0.8,158,4,0.6757004309293148,2,3,17,14.0,0,0,1,1,1,0.7701530625358758,28,895230,1,1
1128,-0.5013296713762291,2.2,0.6,153,8,0.9396678490901198,20,3,17,12.0,0,0,0,1,0,-0.8834706410261057,18,1421536,1,1
1129,0.6971046906650558,1.3,0.1,173,5,0.9895078511204816,6,3,14,9.0,0,1,1,0,1,0.16382437122981588,35,155480,1,1
1130,1.4384511840719987,2.1,0.4,144,8,0.5557152408562216,11,3,15,8.0,0,0,1,0,0,0.49454911194221224,9,540650,1,1
1131,1.115533386330324,2.1,0.9,186,1,-0.5592240638229827,5,1,9,4.0,1,1,0,0,1,-1.1039538015010366,7,543058,1,1
1132,-1.2699649927613417,2.1,0.1,131,3,0.28897893369372984,17,2,14,2.0,1,1,1,0,0,-1.2693161718572348,20,2142000,1,1
1133,-0.30121159953631815,1.9,0.7,107,3,0.5067982018264221,9,2,9,3.0,1,0,0,0,1,1.2111193834857377,13,744168,1,1
1134,-1.3722980976794779,0.6,0.3,97,5,-0.016521819492376626,12,1,13,12.0,1,1,1,0,0,0.9906362230108067,14,190877,1,1
1135,-1.4109572706485516,0.6,0.2,143,1,0.12653744559477292,4,2,16,15.0,0,0,0,1,0,-0.8834706410261057,22,1770210,1,1
1136,0.9836373844358374,0.5,0.9,179,8,-1.2089900162188103,10,0,16,6.0,0,1,0,1,1,-1.4897993323321657,31,502674,1,1
1137,0.7357638636341295,1.2,0.1,105,7,0.6498574669135716,3,2,13,10.0,1,1,1,1,1,1.1008778032482722,9,349440,0,1
1138,1.6749543598828025,1.9,0.9,151,1,0.8279893260220869,19,3,13,5.0,1,1,0,0,1,-0.05665878924511498,19,1245425,1,1
1139,-0.9265805740360399,0.7,0.7,134,8,0.4135789387696343,18,2,16,12.0,1,0,1,0,1,1.6520857044355992,11,2208180,1,1
1140,0.6493492417032589,1.8,0.6,174,4,0.5104900538286711,13,2,16,5.0,1,1,0,0,1,-1.214195381738502,1,84700,0,1
1141,0.6584455176959821,1.8,0.8,129,5,-0.7779662949562371,11,1,11,9.0,1,1,1,1,1,1.2662401736044704,9,799948,1,1
1142,0.4742459288433368,2.5,0.2,155,8,-1.4369618773576873,8,0,12,11.0,1,1,0,0,0,-1.2693161718572348,18,1072335,1,1
1143,0.24001682203071376,1.5,0.5,190,1,-0.04697959851093105,5,1,8,1.0,0,0,0,1,0,-0.9937122212635712,4,232964,1,1
1144,-1.5337569965503153,3.0,0.7,130,2,0.094233740575094,14,1,9,2.0,0,1,0,0,1,-1.3244369619759675,4,1481661,1,1
1145,-0.7219143641997673,0.6,0.1,83,2,-0.9644048210698127,6,0,10,6.330049261083744,0,1,0,0,1,1.5418441241981338,4,1488319,1,1
1146,0.39692758290518937,1.7,0.2,200,6,0.6849300609349374,15,2,5,4.0,1,0,0,1,0,-1.214195381738502,8,504284,1,1
1147,-0.9265805740360399,2.4,0.5,86,6,-0.969019636072624,3,0,12,11.0,0,0,0,1,0,1.2662401736044704,22,213108,1,1
1148,-0.9925285749832833,0.5,0.6,153,5,0.8658308090451394,4,2,17,13.0,0,1,0,1,0,0.6047906921796776,9,386818,1,1
1149,1.5567027719774007,1.3,1.0,86,4,0.3268204167167823,15,2,9,2.0,0,0,0,1,0,-0.442504320076244,7,1104736,1,1
1150,-0.103367596694588,3.0,0.4,196,3,0.24836856166899063,14,2,19,11.0,1,0,0,1,0,1.321360963723203,27,582336,1,1
1151,-0.760573537168841,1.2,0.8,112,3,0.6360130219051379,19,2,13,3.0,1,1,1,0,0,-0.05665878924511498,21,666198,1,1
1152,0.10584675113804617,2.4,1.0,140,7,-0.028520338499685945,10,1,8,6.330049261083744,0,0,1,0,0,1.0457570131295395,3,237500,1,1
1153,0.9017709005013284,2.6,0.6,182,4,0.17545448462457247,2,2,10,1.0,0,1,1,1,0,-1.6551617026883638,0,1705899,0,0
1154,1.5567027719774007,1.0,0.9,154,4,0.36373893673927254,16,2,13,6.330049261083744,0,1,1,0,1,-0.9937122212635712,11,7875,1,1
1155,1.3929698041083824,1.9,0.9,198,6,-1.282827056263791,14,0,7,6.0,1,1,1,0,1,-1.1039538015010366,14,576331,1,1
1156,-1.1630837498468438,1.5,1.0,131,7,-0.21588182761382377,7,1,19,13.0,1,0,1,0,1,-0.001537999126382259,1,1119501,0,1
1157,0.3582684099361157,1.5,0.1,118,6,-0.6819781428977626,8,1,7,1.0,0,1,1,1,1,0.6599114822984103,1,318839,0,1
1158,-0.8219734001197228,1.3,0.8,135,1,1.0476545201559038,6,2,14,12.0,0,1,1,0,0,0.7701530625358758,23,297964,1,1
1159,-1.2335798887904488,2.4,0.2,103,3,-0.09497367454016832,4,1,14,11.0,1,0,1,0,1,0.16382437122981588,24,424801,1,1
1160,-0.5217962923598564,1.0,0.6,102,8,-0.37740035271221845,15,1,7,5.0,1,1,0,0,0,-1.6551617026883638,16,951216,1,1
1161,0.6538973796996205,1.1,0.3,116,5,1.1002634111879521,8,3,7,1.0,0,1,1,1,1,0.3291867415860141,8,1131564,1,1
1162,-0.5718258103198341,2.0,0.8,192,7,-0.6192166588595293,8,0,11,3.0,0,1,0,1,0,-0.6629874805511748,4,232780,1,1
1163,0.3992016519033702,2.2,0.5,101,4,0.15238040961051608,12,1,13,6.330049261083744,1,1,1,1,0,0.935515432892074,1,115310,0,1
1164,1.1223555933248666,0.8,0.3,172,5,1.6752693605382372,20,3,17,11.0,0,0,0,1,1,1.5969649143168665,5,131856,1,1
1165,0.7926155885886497,0.5,0.9,148,8,-1.5357189184178488,4,0,17,4.0,1,0,0,0,1,0.9906362230108067,15,261326,0,1
1166,-0.32167822051994543,0.8,0.1,160,7,0.08685003657059596,12,2,15,6.0,0,0,1,0,1,-0.6078666904324421,25,1726504,1,1
1167,-1.6702011364411635,2.8,0.5,178,3,-1.5274122514127884,16,0,6,6.330049261083744,0,1,0,0,0,0.4394283218234795,0,748070,0,0
1168,-0.18068594263273544,2.7,0.2,80,8,0.3415878247257784,9,2,10,6.330049261083744,0,0,1,1,1,-0.22202115960131313,31,283878,1,1
1169,1.52713987500105,1.4,0.6,146,7,0.755998211978231,2,2,8,7.0,0,0,0,1,1,-0.1669003694825804,2,212787,0,1
1170,-0.8492622280978924,1.2,0.1,159,3,0.2179107826504362,19,2,16,11.0,0,1,0,0,1,1.4867233340794013,17,1452220,1,1
1171,1.5726212549646663,2.0,0.8,186,8,-0.3155618316745473,13,2,17,3.0,1,0,0,0,1,-0.8834706410261057,23,3649920,1,1
1172,-0.8606325730887965,1.3,0.7,170,3,0.6526263559152584,20,2,13,7.0,1,1,1,1,1,0.4394283218234795,21,2486913,1,1
1173,0.06718757816897246,2.9,0.9,182,6,-1.1019263081535888,20,0,11,5.0,1,0,1,1,0,0.5496699020609449,26,328320,1,1
1174,-0.5445369823416645,1.8,0.1,167,4,-0.7207425889213773,5,0,17,10.0,1,1,1,0,0,-0.27714194972004585,1,14900,0,1
1175,-1.4018609946558285,0.7,0.3,127,2,1.653118248524743,5,2,13,1.0,0,0,1,0,1,-1.2693161718572348,0,50078,0,0
1176,0.02625433620171795,1.4,0.2,182,7,-0.22418849461888404,14,1,14,1.0,1,0,0,0,0,0.6599114822984103,28,710733,1,1
1177,-1.0812172659123347,0.5,0.3,104,5,0.6830841349338128,9,2,11,6.0,1,0,1,1,1,1.0457570131295395,21,348894,1,1
1178,-0.314856013525403,1.6,0.1,112,8,-1.2625218702514212,16,0,12,2.0,1,0,0,1,1,-0.9385914311448385,26,1235136,1,1
1179,-0.9629656780069328,2.0,0.3,85,6,1.240553787273415,6,3,5,4.0,0,1,0,0,1,1.0457570131295395,16,1267762,1,1
1180,-1.4109572706485516,0.5,0.2,88,3,0.25298337667180193,17,1,18,15.0,1,1,1,1,1,1.3764817538419358,9,787584,1,1
1181,-1.558771755530304,2.2,0.7,136,2,1.084573040178394,20,3,12,10.0,1,1,1,0,0,-0.7732290607886403,1,2435004,0,1
1182,-1.2858834757486073,2.2,0.4,84,2,0.5483315368517235,9,2,19,2.0,1,1,0,1,1,-1.600040912569631,11,1382923,1,1
1183,-1.5360310655484959,2.0,0.3,115,7,0.8187596960164644,15,2,14,4.0,0,1,0,0,0,0.8252738526546085,15,144324,1,1
1184,0.7994377955831921,1.5,0.5,187,4,0.6563182079175074,4,3,6,5.0,0,1,1,0,0,-0.9937122212635712,27,1173322,1,1
1185,-0.47176677439987863,2.1,0.1,121,2,0.24006189466393033,16,2,11,7.0,1,1,1,0,0,-1.1590745916197693,11,663404,1,1
1186,-0.749203192177937,0.5,0.4,97,3,-1.4129648393430687,4,0,12,6.330049261083744,1,1,0,1,1,-0.11177957936384769,19,224170,1,1
1187,1.458917805055626,0.5,0.6,104,4,0.7781493239917251,3,3,9,6.330049261083744,0,0,1,1,0,-1.3795577520947002,1,906910,0,1
1188,0.5470161367851226,1.8,0.1,146,6,1.5109819464381558,5,3,12,10.0,1,1,1,0,0,-0.442504320076244,0,210915,0,0
1189,0.07400978516351488,1.5,0.9,161,1,-1.1379218651755167,20,1,15,13.0,0,1,0,1,0,-1.6551617026883638,1,2252880,0,1
1190,-1.2040169918140982,1.9,0.1,81,8,-1.5301811404144752,5,0,17,11.0,0,0,1,1,1,-1.048833011382304,26,810540,1,1
1191,1.1496444213030363,2.8,0.7,158,1,-1.6427826264830703,14,0,10,6.0,0,0,1,0,0,1.6520857044355992,0,967518,0,0
1192,0.17179475208528955,2.2,0.8,116,7,0.8381419190282717,17,3,9,8.0,1,0,1,1,1,0.4394283218234795,1,609424,0,1
1193,-0.23298952959089397,0.5,0.9,150,6,-0.01375293049068986,16,2,9,5.0,0,0,1,0,1,-1.2693161718572348,2,2309469,0,1
1194,-0.4535742224144322,2.7,0.3,125,8,0.904595255068754,5,2,14,8.0,1,0,0,1,1,1.321360963723203,24,307146,1,1
1195,0.13995778611075826,0.5,0.1,156,6,-1.1545351991856374,10,0,15,3.0,1,0,0,1,0,1.6520857044355992,12,227103,1,1
1196,-1.1517134048559396,2.3,0.6,188,7,1.436221943392613,15,3,19,3.0,1,1,1,1,1,0.3843075317047468,18,1807302,1,1
1197,-1.654282653453898,0.7,0.7,180,2,1.6060471354960681,7,2,8,3.0,0,1,1,0,1,1.1008778032482722,11,18216,1,1
1198,-0.33304856551084944,0.5,0.5,167,3,-1.2809811302626664,11,0,14,4.0,1,1,0,1,0,-1.1590745916197693,24,267228,1,1
1199,-0.7219143641997673,2.2,0.1,170,7,0.9488974790957424,11,3,8,2.0,1,1,1,1,0,-1.214195381738502,30,1868568,1,1
1200,-0.47404084339805946,0.5,0.7,147,1,0.6230915398972663,12,2,8,6.0,1,0,1,0,1,0.27406595146728135,12,277153,1,1
1201,-0.2466339435799788,1.8,0.9,101,1,-1.670471516499938,11,0,14,5.0,0,1,0,1,0,-0.27714194972004585,8,2360605,0,1
1202,0.13768371711257746,2.8,0.8,187,8,-0.657981104883144,20,1,13,1.0,0,1,0,1,1,1.5418441241981338,8,2450054,1,1
1203,-0.5217962923598564,2.8,0.6,115,7,0.14868855760826705,13,2,19,8.0,1,1,1,0,0,-1.6551617026883638,22,491547,1,1
1204,1.129177800319409,1.8,0.1,140,2,0.2465226356678661,19,2,17,15.0,0,1,0,0,1,0.10870358111108318,33,130524,1,1
1205,-0.24890801257815962,2.8,0.5,185,2,-0.24726256963294044,5,1,8,4.0,1,1,0,1,1,0.935515432892074,2,1154530,0,1
